,InChIKey
1945,InChIKey=LRXLTVLBEDXONI-UHFFFAOYSA-N
1946,InChIKey=ZOJXOLADFJIRJF-OLWFFFQLSA-N
1947,InChIKey=FIVJZCIHKWCKAY-WGGFYLMRSA-N
1948,InChIKey=JPNFMUKASUYGCK-UHFFFAOYSA-N
1949,InChIKey=SJFBTAPEPRWNKH-UHFFFAOYSA-N
1950,InChIKey=RLWBFUPHEWNDAJ-NXRYLIIBSA-N
1951,InChIKey=OOHBKXUIFCNQOB-OPSRDPOKSA-N
1952,InChIKey=XCXHGNCWYSPSQN-UHLORVDSSA-N
1953,InChIKey=GWBFHOZOTORMQU-SEBHOYJNSA-O
1954,InChIKey=HIXAZEWYTJZKID-WBVITSLISA-N
1955,InChIKey=AWOUIWVQSFMVNU-UHFFFAOYSA-N
1956,InChIKey=GVCKQCGCUAALBH-ADQQNIAQSA-N
1957,InChIKey=FAYYTQMQTAKHRM-ASDSSCPRSA-M
1958,InChIKey=KBGOEOCCBXLFJU-VQEIPXLDSA-N
1959,InChIKey=KFISWBJQHQEPIA-QSOAKEGCSA-N
1960,InChIKey=JXPPBJBLHLZLIG-CFBUGHEJSA-O
1961,InChIKey=WAFWSBFKIPCFOF-QSCHNALKSA-N
1962,InChIKey=AAGQILLTUBPRPF-VCZKCASYSA-N
1963,InChIKey=MGFFSFXUXCGTSF-MRVPVSSYSA-N
1964,InChIKey=VWJDEUFNNQNDBZ-UHFFFAOYSA-M
1965,InChIKey=GHAXUUCZOJEPHA-UFQOOJSVSA-N
1966,InChIKey=JGZXBABAHUXSMS-DLWGQWRRSA-N
1967,InChIKey=OQKGGFIWKFEWBV-XMMPIXPASA-N
1968,InChIKey=ATHVAWFAEPLPPQ-HUESYALOSA-N
1969,InChIKey=YXXOGRSJPNKHOX-DGPALRBDSA-N
1970,InChIKey=CRMVSSHWYQUQEP-UHFFFAOYSA-N
1971,InChIKey=CFXBLGFMQUFLKS-UHFFFAOYSA-N
1972,InChIKey=FJKBTJMLGLJQSX-UPPQRRTDSA-N
1973,InChIKey=CLZNFHJMTIHBLP-VXKWHMMOSA-O
1974,InChIKey=YNLKVAXSLPWACK-AAVRWANBSA-N
1975,InChIKey=AUUCOMCTAAUNNA-VZUYHUTRSA-N
1976,InChIKey=NDYOWPIMXBSPHT-NZHJJDCUSA-N
1977,InChIKey=JTDDWWOMUKTSTB-PHMUOCDYSA-N
1978,InChIKey=CFANDHZPOSNKNO-RRHRGVEJSA-N
1979,InChIKey=RWHSJCUSZSEORC-YMLNQWFZSA-N
1980,InChIKey=FGNLLZJYKQVDAW-XMERXJNXSA-N
1981,InChIKey=RINSKRJJNBDDRH-CYYJNZCTSA-N
1982,InChIKey=XPHVDOXZJRTIMV-HTRCEHHLSA-M
1983,InChIKey=YRCPTMBCIKDNMH-UHFFFAOYSA-N
1984,InChIKey=ZBOQHUSCQCEBGK-MUUNZHRXSA-N
1985,InChIKey=KWUUIADMVWGVAO-OULBAFNQSA-N
1986,InChIKey=DIXCRWPGXRCKNG-UHFFFAOYSA-N
1987,InChIKey=FLHDASBWEYQBRX-XXRFDWDESA-N
1988,InChIKey=ASICYZFMACPJII-UHFFFAOYSA-N
1989,InChIKey=HMELXXITETZFSY-ALGHNRBBSA-N
1990,InChIKey=RSEJEZUJZUGREK-BOJHYSLSSA-O
1991,InChIKey=WAPGZXNOXMEVAH-MQKINEABSA-N
1992,InChIKey=XCGGFKXEWPNQFS-UHFFFAOYSA-N
1993,InChIKey=OCYROESYHWUPBP-CIUDSAMLSA-N
1994,InChIKey=OEUGFCRAXXFNAR-SRUKPRNUSA-N
1995,InChIKey=OJFDOPGQMJDEPC-SECBINFHSA-O
1996,InChIKey=VJGXDOFCEYODFE-UHFFFAOYSA-N
1997,InChIKey=STHRAJSHLSPGOC-RRHRGVEJSA-N
1998,InChIKey=NZBOHSUFZFKXCP-LIFPGZNISA-P
1999,InChIKey=JWQATZSUGKZPPL-UHFFFAOYSA-N
2000,InChIKey=MHTLMDOOOKZQCO-CBOMYMSCSA-N
2001,InChIKey=BBRMKSAUMREBOY-GWUGCHCVSA-O
2002,InChIKey=ZVVYJAAMWXATNY-KXQOOQHDSA-N
2003,InChIKey=LZQFSFCFHXDNOP-FPZILHFYSA-O
2004,InChIKey=DTPHOVXVLBUQRC-BIFUJNFHSA-N
2005,InChIKey=HMZLJECLQZBGRA-WSKFYRRCSA-O
2006,InChIKey=RVNBVQKDPQVSOY-OAQYLSRUSA-N
2007,InChIKey=MRRFMOUCAPXWJC-HUESYALOSA-N
2008,InChIKey=UDPBJAJIZZTTJS-ZDXQCDESSA-N
2009,InChIKey=XUSXOPRDIDWMFO-KDYHJIPXSA-N
2010,InChIKey=MZSZWOLHHUITHN-OIISXLGYSA-O
2011,InChIKey=UMJNPEIBPLXICQ-LDLOPFEMSA-N
2012,InChIKey=VJNPDLZENXBRLB-MQEDXBOASA-N
2013,InChIKey=AFDPMSAJJZIIQX-UHFFFAOYSA-N
2014,InChIKey=VJNXGGVCMFEVSM-UHFFFAOYSA-N
2015,InChIKey=AMRQXHFXNZFDCH-VIFPVBQESA-N
2016,InChIKey=JEAGLCKGAKACCE-XMMPIXPASA-N
2017,InChIKey=DMCVXJWZNRDUQW-MRSWZEASSA-O
2018,InChIKey=NBKHBXUOBZHPFV-DIZWYXLKSA-N
2019,InChIKey=SLJYYRCUSIXQEQ-UHFFFAOYSA-N
2020,InChIKey=MZHQKWYODJVUBB-RNFPTGGASA-N
2021,InChIKey=OMKONBUONGHBFR-HFMPRLQTSA-O
2022,InChIKey=ATHVAWFAEPLPPQ-VRDBWYNSSA-O
2023,InChIKey=GHKPUHKETFETEK-GRFWKSNNSA-N
2024,InChIKey=YZYNKVRRUWKKRX-QZWPPBPMSA-N
2025,InChIKey=DOVLLBJUFCRBLE-MUUNZHRXSA-N
2026,InChIKey=ABYMZHOAONVEQS-UHFFFAOYSA-N
2027,InChIKey=PBQNNOWXXBNMLW-VGBIGFRDSA-N
2028,InChIKey=FOFJXIVZCGTINY-UHFFFAOYSA-N
2029,InChIKey=RGTWJEUZOMLQFH-UHFFFAOYSA-N
2030,InChIKey=ZRCVRUVEOWFYFY-JZXOWHBKSA-O
2031,InChIKey=VMXYBLUOHFLYDL-BTGGSNCQSA-N
2032,InChIKey=NBUBANVFAQHMBD-IBGZPJMESA-N
2033,InChIKey=VMNRUJGOLBSEPK-VIFPVBQESA-N
2034,InChIKey=XCHQWGNECJZHPK-CNNODRBYSA-N
2035,InChIKey=YIUSJQVCFWRQBQ-RMAYHROUSA-N
2036,InChIKey=ZUUHYCOGOQQAII-HTCNTMFHSA-N
2037,InChIKey=LBTYUHBOOBONKC-ZHECFNFVSA-N
2038,InChIKey=GIMSSNSPCLEHCJ-UEZFOCAYSA-N
2039,InChIKey=ATOJIXFYNQCGDG-NMMYMHLASA-N
2040,InChIKey=WGOJWDWKHJHXSV-UHFFFAOYSA-N
2041,InChIKey=LVXQVHGFMPQXBZ-SGYGAVOBSA-N
2042,InChIKey=JAFHTIHHRCEJDS-UHFFFAOYSA-N
2043,InChIKey=RKYOEZWPNIZUAN-WKNSVSOPSA-N
2044,InChIKey=JEGAWGGNBXEQAM-HYCLFNLKSA-N
2045,InChIKey=MSGYERVVHNKRMK-GDJIYFAZSA-N
