,SMILES
155,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
156,[C@@H]1([C@H](CCCC)C)OC(=O)C[C@@H](C[C@@H](CCC[C@@H](CCC[C@H](CCC[C@@H](CCC[C@H](CCC[C@@H](C[C@@H](C[C@H](CCC[C@@H](C1)O)O)O)O)O)O)O)O)O)C
157,CCC=CC=CC=CCCCCCCCCCC(=O)O
158,[C@@]1(Oc2c(CC1)cc(cc2)O)(CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)C
159,Cc1cc(=O)oc2c1ccc(c2)OC(=O)c1ccc(cc1)NC(=[NH2+])N
160,C[C@@H]1CC(=CC[C@H]1/C=C/C(=O)C[C@@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)C)C
161,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC/C=C\C=C/CCCCC
162,CCOC(=O)c1c(c2ccccc2[nH]1)N=C(CC(C)(C)C)O
163,[C@@]123[C@@](O2)(C(=O)O[C@H]3/C=C(\[C@@H](C[C@@H]([C@@]2([C@@H]([C@@H]1OC(=O)C)[C@H]([C@H](C[C@@H]2OC(=O)C)O)C)C)OC(=O)C)O)/C)C
164,C(CCCCC/C=C/C(=O)O)CCCCCCCO
165,[C@@](CC[C@@H](C(=C)CC(=O)C=C(C)C)OO)(C=C)(O)C
166,[C@@H]12[C@@]3([C@H](C(=O)C=C1C1=CC[C@@H]([C@]1(CC2)C)[C@]([C@@H](CCC(C)C)O)(O)C)C[C@H]([C@H](C3)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C
167,c1ccc(cc1)c1cc(no1)C[C@H]1C[NH2+]CC[C@H]1CC(=O)N1CCc2ccccc2C1
168,[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCC
169,CCc1ccc(cc1)NC(=O)[C@H](C)NC(=O)[C@@H]1CCN(CC1)C(=O)[C@H](CC(C)C)[NH3+]
170,[C@]1(C[C@@H]([C@@H](OO1)CC(=O)O)CC)(/C=C/CCC)CC
171,CCCCCCCC\C=C\CCCCCCCC(=O)OCC(O)C1OCC(O)C1O
172,C[C@@H](CNc1cccc(c1)CCCC[C@@H]1CC[C@](CC1)(CC(=O)CCc1ccc(c(c1)OC)OC)O)O
173,[C@H]1([C@@H](/C=C/[C@H]([C@H](/C=C/CCC(=C)[C@@H](CC(=O)O1)C)O)C)O)[C@@H](/C=C/CCC)C
174,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)\C=C\C1=CC=C(O)C(OC)=C1)[C@H](C)CC[C@@H](CC)C(C)C
175,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1O[C@@H](/C=C/[C@@H]1C(C[C@@H](C=C1C)OC(=O)C)(C)C)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
176,[C@@H](CCCCCCCCCCC(=O)O)(CCCCCCC)O
177,Cn1c2ccc(cc2c2c1CCCC2)[N+](=O)[O-]
178,[C@H]1(C(CCCC1=C)(C)C)/C=C/C(=C/C=C/C(=C/C=C\C=C(\C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)/C)/C)/C
179,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@]2([C@@H]4CC(=O)[C@H]5C[C@H](CC[C@@]5([C@H]4CC2=C3C)C)O)C)C)[NH2+]C1
180,C[C@@]12CCC[C@H]3[C@@H]1CC[C@@]2([C@@H]3O)C
181,OC(C1=CC=C(CCCCCCCCCCCCCCC)C=C1OC(C)=O)=O
182,C[C@H](CCCCCCCCCCCCC[C@H](CC(=O)O)O)O
183,C[C@H]1Cc2cccc(c2)C[C@H](C/C=C(/[C@H]([NH2+]1)O)\C)C(=C)/C=C/C=C(/COCCO)\[C@@H]1CC[C@]2([C@@H]1O)[C@H](/C(=C(/C)\C=O)/CC[C@@]2(CC[NH2+]C)O)CCCO
184,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
185,Cn1c2cc(ccc2c2c1[C@H](CO)N(CC12CN(CC2CCCCC2)C1)C(=O)Cc1ccccn1)OC
186,[H]C(COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCNC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
187,C(C6([H])[H])(C(C([H])([H])N(C6([H])[H])(C(C([H])([H])1)([H])C([H])(C(C([H])([H])[H])(C([H])([H])5)C1([H])C([H])(C4([H])[H])C(C([H])([H])5)([H])C(C(C([H])([H])4)3[H])(C([H])([H])[H])C([H])([H])C(C(OC(=O)C([H])([H])[H])([H])C3([H])[H])([H])N(C([H])([H])2)C([H])([H])C(C([H])([H])C2([H])[H])([H])[H])OC(=O)C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H]
188,[C@@]12([C@]3([C@@H]([C@@H]4[C@@](CC3)(CC[C@H]4C(=C)C)CO)CC[C@@H]1[C@@]1([C@@H](CC2)C([C@H](CC1)OC(=O)/C=C/c1ccc(cc1)O)(C)C)C)C)C
189,CCC[C@@H](CCCC(=O)CC(=O)/C=C/c1cc(c(cc1Cc1cnc(cc1CCc1cccc(c1)CCc1ccccc1)N)O)OC)CCCO
190,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OCC1c2ccccc2c2c1cccc2)NC(=O)[C@@H](CCSC)[NH3+]
191,C/C(=C\CN1C=[N+]=c2c(=C1N)ncn2[C@H]1[C@@H]([C@@H]([C@@H](CO)O1)O)O)/CC[C@]1(C)[C@@H](C)CC=C2[C@H]1CCCC2(C)C
192,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)Nc1ccc(nc1)OC)O)C(=O)OC2
193,CC(=O)O[C@@H](CC(=O)C[C@@H](c1ccc(c(c1)OC)O)C1CCC2(CCCC2)CC1)[C@H](Cc1ccc(c(c1)OC)O)O
194,Cc1ccc(cc1)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCN(CC1)C(=O)[C@H](CC(C)C)[NH3+]
195,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
196,c12c([C@@H](Cc3c1cccc3)C(=O)O)ccc1c2cccc1
197,[C@]12(C3=CC[C@]4([C@H]([C@@H]3CC=C1C[C@H](C[C@@H]2O)O)CC[C@@H]4[C@@H](CC[C@@H](C(C)C)C)C)C)C
198,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=NC1CCCCC1)O)N=C(C1CCCCC1)O
199,C1([C@@H]2[C@@H]([C@H](C(=C)CC2)CC[C@H](CC(=O)O)C)CC[C@@H]1O)(C)C
200,CCCCOc1ccc(cc1)/N=N/c1ccc(cc1)CC
201,CC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C)C(=O)COC(=O)CCC(=O)[O-]
202,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)COC(=O)CCCCCCCCCCC(C)C
203,CC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
204,C1(=C[C@H](OC1=O)C)CCCCCCCCCCCCCCCC
205,[C@@H]1(C(=O)N([C@H](C(=O)NCCC(=O)O[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N1C)Cc1ccccc1)CCC2)CC(C)C)CC(C)C)C)C(C)C
206,C1=C[C@H]([C@H]2C(=NC3=C(CC=C[C@H]3C(=O)O)N2)C1)C(=O)O
207,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O
208,C[C@@H]1CC[C@H]2[C@@H]([C@@H]3CC[C@H]4[C@@H]([C@@H]3C[N@@H+]2C1)C[C@@H]1[C@H]4C[C@@H]([C@@H]2[C@@]1(CC[C@@H](C2)O)C)O)C
209,C[C@@H]1CN(CC2CC2)[C@H](C)COc2cc(ccc2C(=O)N(C)C[C@H]1OC)N=C(c1cccnc1)O
210,C[C@@]12CCC[C@@](C1)([C@@H]1C[C@]3([C@@H]1[C@@H](C2)O)CCC[C@H]3C[NH2+]C1CCCC1)O
211,CCCCCCCCCC(=O)O[C@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1O[C@@H](C[C@@H](/C(=C/CO[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)/C)OC(=O)C)[C@@](C)(CCC=C(C)C)O)O)O
212,c12C3=C4[C@@H](c1ccc(c2C(=O)CC3)O)CC(=O)c1c4cccc1O
213,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C
214,[C@]12([C@@]([C@H](CC2)[C@@H](CCC=C(C)C)C=O)(CCC2=C1CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O)C)C)C
215,C[N@H+]1CC[C@@H](CC1)N1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)N1CCN(CC1)c1cccc[nH+]1
216,[C@@H](c1ccc(cc1)O)(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)Cc1c(c(ccc1)O)C(=O)O
217,[H][C@]12CCC[C@@]([H])(CC(C1)N=C(O)C1=NN(C)C3=C1C=CC=C3O)N2C
218,CCCCC[C@@H](C[C@@H](CCc1cc(c(c2c1CC[C@H]1CCC[C@H]1O2)O)CN1C[C@H](CC1=O)CC[NH+]=C(N)N)OC(=O)C)O
219,c1(cc(c(cc1)O)OC)/C=C/C(=O)O[C@H]1CC[C@H]2[C@H](C1(C)C)CC[C@@H]1[C@]2(CC[C@]2([C@]1(CC[C@@H]2[C@H](C)CCC=C(C)C)C)C)CC
220,C[C@H](CC(=O)C[C@H](C)C(=O)[O-])[C@H]1C[C@@H]([C@@]2([C@@]1(CC(=O)[C@H]1[C@H]2[C@@H](C[C@H]2[C@]1(CC[C@H](C2(C)C)O)C)O)C)C)O
221,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)OC(=O)CCCCCCC
222,C=C1CC[C@@H](C/C/1=C/C=C/1\CCC[C@]2(C)[C@H](CC[C@@H]12)[C@H](C)C[C@@H](C(=O)C(C)(C)O)O)O
223,[C@@]12([C@H]([C@H]3[C@H](CC2=O)[C@@]2(C(=CC3)C[C@H](CC2)O)C)C[C@@H]([C@@H]1[C@@H]([C@H](CCC(C)C)O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C
224,[C@@]12([C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C1=C/C(=C/C=C/C=C/C=C(/C=C=C2[C@@](C[C@H](CC2(C)C)O)(O)C)\C)/OC1=O
225,C1([C@H](C(=CC(=O)C1)CO)CC[C@H](O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)C)(C)C
226,C[C@@H]1[C@H]([C@H](O[C@H]1CO)[C@H]([C@](C)([C@H]1CC[C@@]2([C@@]1(CC[C@H]1C2=CC(=O)[C@H]2[C@@]1(CC[C@@H](C2)OCCCOC)C)C)O)O)O)CC[NH2+]C
227,C1CC=C(CC1)c1ccc2[C@H]3[C@H]([C@H](CO)[C@@H](Cn2c1=O)N3)C(=NCCCN1CCOCC1)O
228,[C@H]12[C@@H]([C@@H](CC2)C)C[C@@H](CC[C@@]1(O)C)C(=C)CCC=C(C)C
229,[C@@H]12[C@]([C@@H](CC[C@]1(C(=C)CCC2)C)C)(C[C@H](/C(=C/CO[C@@H]1/C(=C/C[C@@]2([C@@H]3[C@](C(=C)CCC3)(CC[C@H]2C)C)C)/C[C@H](O1)OC(=O)C)/COC(=O)C)OC(=O)C)C
230,[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
231,[C@@H]12[C@]([C@H](CC[C@]1(C(=CCC2)C)C)C)(CCC1=CC[C@@H](OC1)C1=CC(=O)O[C@H]1O)C
232,c1ccc(cc1)CCC[N@@H+]1C[C@@H]2C[C@H](C1)c1ccc(c(=O)n1C2)NC(=O)c1ccccc1
233,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
234,C[C@]12CCCC[C@@H]1CC[C@H]1[C@@H]2CC[C@]2([C@@H]1CC[C@@]2(C/[NH+]=C/c1cccc(c1O)OC)O)C
235,COc1ccc(c(c1OC)OC)CN1CCN(CC1)C(=O)CC[C@H]1C(=O)Nc2ccccc2C(=O)N1
236,O=C(CNC(C(O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(OC(CCCCCCCCCCCCC)C1C)=O)=O)=C
237,[C@]12([C@@]([C@@H]3[C@H]([C@@H]([C@H]1O)OC(=O)C)[C@@]1(C(=CC3)C[C@H](CC1)O[C@H]1C[C@H]([C@@H]([C@H](O1)C)O[C@H]1C[C@H]([C@@H]([C@H](O1)C)O)OC)OC)C)(CC[C@H]2C(=O)C)O)C
238,c1(CCC/C=C/C=C/C=C/C[C@@H](OC(=O)C)C)cnccc1
239,C(CCN(CCCN=C(CCc1ccc(c(c1)O)O)O)C(=O)CCc1ccc(c(c1)O)O)CNCCCN
240,C(CCCCCCCCCO)CCCCCC/C=C/C(=O)O
241,[C@@]12([C@]3([C@H]([C@H](CC3)[C@@](O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)(CCCC=C(C)C)C)[C@@H](C[C@@H]1[C@@]1([C@@H]([C@H](C2)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C([C@H](CC1)O)(C)C)C)O)C)C
242,CCCCCCCC\C=C/CCCCC1CCC1=O
243,C(=O)(CCCCCCCCC(=O)O)CCCCCC
244,COc1cc2ccccc2cc1C(=O)Nc1ccc(cc1)C(=O)NC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2
245,[C@@]12([C@@](CCC[C@@H]1C)(CC=CC2)C)O
246,CC(C)[N@@H+]1CCC[C@H]([C@@H](C1)NC(=O)c1ccc(cc1)OCCN1CCOCC1)O
247,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC
248,[C@@]12([C@H]([C@H]3[C@H](CC2)[C@@]2([C@@H](CC3)C[C@H](CC2)O)C)CC[C@@H]1[C@H](N(C)C)C)C
249,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccccc1F)C(C)C)C[NH+]1CCOCC1
250,Cn1c(cc(n1)C1CCCC1)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2COC(=O)Nc1ccc(cc1)OC
251,CCC(C)C(=O)O[C@H]1[C@@H](C[C@@H]2[C@](C)([C@H](C)C[C@@H]([C@@]2(COC(=O)C)[C@]21CO2)OC(=O)C)[C@@H]1C[C@H]2CCO[C@H]2O1)O
252,Cc1nc(cc(n1)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNC(=O)C(C)(C)C)c1ccco1
253,CC1=C2C[C@@H](CC[C@]2(CC(=C1)[C@@]12CC[C@@H]3C[C@H]4C[C@H]5C[C@@H]([C@H]([C@H]6[C@H]5[C@]4([C@@]3([NH2+]1)C)[C@H](C2)C=C6)O)[NH2+]C[C@H](C)O)C)C(=C)C
254,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@@H]1C(CCC(=C1)C)(C)C)\C)\C)/C)/C
255,CCOC1=CC=CC=C1OCC2CNCCO2
256,C12=C(C(=C)NC2=O)O[C@H]([C@@H]([C@H]1O)O)/C=C/C=C/C
257,[C@@]123[C@]([C@H](C(=O)CC3)C(=O)C)([C@H](C[C@@H]([C@@H]1O2)OC(=O)C)C)C
258,[C@@]12([C@H](C3=C(CC2)[C@@]2([C@@H](CC3)C[C@H](CC2)OC(=O)c2ccccc2)C)CC[C@@H]1[C@@H](/C=C/[C@@H](C(C)C)C)C)C
259,CN1CCC[NH2+]CCN(CCCNCC1)C
260,[C@@H]12[C@]([C@@H](CC[C@]1(C(=CCC2)C)C)C)(CC[C@@H](CCO)CO)C
261,C[C@@]12CC[C@@H]3[C@H](C[C@]3(C)[C@H]3C[C@H](C[C@@H]3Cc3ccc(cc3)O)C(NC(=[NH2+])NC)NC(=[NH2+])NC)C(=C)C[C@]3([C@@H]1O2)CC[C@H](C3)CC[C@@]1(CCC[C@@H](C1)O)O
262,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC
263,CCCCC[C@@H](C[C@@H](CCc1cc(c(c(c1)OC1CCCC1)O)CN1C[C@H](CC1=O)Cc1ccc(cc1)O)OC(=O)C)O
264,C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C=C/C(=O)C
265,C[C@@H]1CN([C@H](C)COc2cc(ccc2C(=O)N(C)C[C@H]1OC)N=C(C)O)C(=Nc1ccccc1F)O
266,[H]C(OC([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
267,[C@@H]12[C@@]([C@H](CC2)[C@@H](/C=C/CC(C)C)C)(CC[C@H]2[C@H]1CCC1=CC(=O)CC[C@]21C)C
268,C[C@H](CCC[C@@H](C)C(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@H]([C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)O
269,CCCCCCCCC#CCCCCCCCC(=O)O
270,C[C@H](CCCCCC(=O)CC(=O)/C=C/c1cc(c(c(c1)OC)O)CCc1ccccc1)C[NH2+]C
271,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H]([C@H](CCCO)[C@@H](C3)O)O)/CCC[C@]12C
272,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
273,C[NH+]1CCc2cc(c(cc2[C@H]1Cc1ccc(cc1)O)O)OC
274,[H]C(OC([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
275,[C@@H]12[C@@]([C@H](C[C@@H]2OS(=O)(=O)OC)[C@@H](CCC[C@@H](CO)C)C)(CC[C@H]2[C@H]1C[C@H]([C@@]1([C@@]2(CC[C@@H](C1)O)C)O)O)C
276,COc1ccccc1N1CC[NH+](CC1)CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)Nc1ccccc1
277,[C@H]12[C@H]([C@@]([C@@H]([C@@H]([C@@H]3[C@@H]1OC(=O)C3=C)OC(=O)/C(=C/C)/C)OC(=O)C)(O)C)C=C[C@]2(OO)C
278,C(=O)(/C=C\CC/C=C\CCCCCCCCCCC)OC
279,[C@@]123[C@H]([C@]4([C@H]([C@H]([C@@H]1OC(=O)C)O)C([C@H](CC4)OC(=O)C)(C)C)C)[C@H](C[C@H](C3)[C@@H](C2=O)COC)O
280,[C@@]123[C@@]4([C@H]5N([C@H](C3)O4)C/C(=C/C)/[C@@H]([C@]1(C(=O)OC)COC(=O)c1ccccc1)C5)N(c1c2cc(cc1)OC)C
281,CC1(C[C@H]2[C@H]1[C@H]1CCC[C@@]3(C1)[C@@H](O3)[C@@]1(CC[C@H](C1)CCCO)CC2=C)C
282,[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCC
283,[H][C@@](COC(=O)CCCCCCCCCC(C)C)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC(C)C
284,C1=C(C[C@H]([C@@H]([C@@H]1c1c(ccc(c1)CCN(C)C)OC)C(C)(C)O)c1cc(ccc1OC)CC[N+](C)([O-])C)C
285,CC(C)C[C@@H](C(=O)OC)NC(=O)c1cn(c2c1cccc2)C
286,COc1ccc(cc1OC)CCNC(=O)[C@@H]1Cc2ccccc2CN1
287,[H][C@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
288,[C@]12([C@](CC[C@H]1[C@H]1[C@H](CC2)[C@@]2([C@@H](C=C1)C[C@H](CC2)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)C)O)OC(=O)C)O)C)([C@@H](O)C)O)C
289,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)c1ccccc1)NC(=O)CCN1CCOCC1
290,COC1=CC=C(C=C1)C(=O)NNC(=O)CSC1=NN=C(N1C)C1=CN=CC=C1
291,C(=O)(O)CCCCCC/C=C/C=C\C=C/C=C\CCC
292,CCCCCC[C@H](C/C=C/CCCCCCCC(=O)OC)O
293,[C@@H]12[C@]([C@H]([C@@H](C[C@]1(O)C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(CC[C@@H](C2)C(=C)C)C
294,[C@]12([C@@H]([C@@]3([C@@H]([C@H]2C=O)C(=C)[C@H](CC3)O)C)CC[C@]2([C@H]1CC[C@@H]2[C@@H](CC[C@H](C(C)C)C)C)C)O
295,C[C@H](C(=O)N1CCc2cc(c(cc2C1=C)OC)OC)NC(=O)c1ccccc1C(=O)OC
296,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
297,[C@@]12([C@]3([C@H]([C@@]4([C@H](CC3)C([C@H](CC4)OC(=O)/C=C/c3ccccc3)(C)C)C)CC[C@@H]1[C@@H]1[C@@](CC2)(CC[C@H]1C(=C)C)C)C)C
298,C[C@@H]1CN(Cc2ccccc2C(=O)O)[C@@H](C)COc2cc(ccc2C(=O)N(C)C[C@H]1OC)N=C(Nc1ccccc1F)O
299,CCCCCCCC\C=C/CCCCCCCC(=O)NCCO
300,[C@@]12([C@@H](O1)CC/C(=C\[C@H](CC2)/C(=C\C=C\C(O)(C)C)/C=O)/C=O)C
301,[H][C@@](CO)(N=C(C)O)C(O)=N[C@@]([H])(CC(O)=O)C(O)=N[C@@]([H])(CCCCN)C(=O)N1CCC[C@@]1([H])C(O)=O
302,C[C@]12CC[C@@H]3[C@]1(CO[C@]2(C3)C(=O)NCCc1ccccc1)C
303,CCC(CO)C1=CCC(C)(C)[C@@]23CC[C@@H](C2)C(C)(C)C13
304,[C@H]1([C@H]([C@H](O[C@@H]([C@H]1O)CO)OCC[C@@H](CCCCCCCCCCCCCCCCCCCCCCCC(=O)C[C@H](O)C)O)O)O
305,COc1ccc(cc1)CC(=O)N1CC[C@H]([C@H](C1)CC[NH+]1CCN(CC1)c1ccccn1)CC(=O)[O-]
306,[H][C@@](O)(CO)COC(=O)CCCCCCCCCCCC
307,c1(c2cc(cc1O)NC(=O)/C(=C/CC[C@@H]([C@H](/C(=C/[C@@H]([C@H]([C@H](C[C@@H](C2)C)OC)O)C)/C)OC(=O)N)OC)/C)OC
308,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)N1CCN(CC1)C)C(C)C)CNC(=O)Nc1ccccc1
309,[C@@]12(C3=C4C(=C5C3=C(CC[C@@H]2C[N+]2=C1C[C@@H](C4=O)[C@@H](C2)C)OCC5)C(=O)OC)C
310,CC(C)C[C@H]1COCc2cn(CC[C@H](Cc3ccc(cc3)OC)C(=N1)O)nn2
311,[C@H]1([C@H]([C@@H]([C@@H](CO1)O[C@@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O)O)O)O[C@H]1[C@H]([C@@H]([C@H](OC1)OCCCCCCCCCCCCCCCC)O)O
312,C[C@@H]1C[C@H](N(C1)C(=O)C)C1=C([C@@H]2[C@@H](O1)C[C@@H]1[C@@]2(CC[C@@H]2[C@@H]1CC=C1[C@@]2(CC[C@@H](C1)OC(=O)C)C)C)C
313,CCCCC[C@H]1CC[C@]23CC[C@]45[C@H]([C@](C[C@H]6[C@H]4[C@@]2([C@H](CC6)C[C@]21[C@@]3(CC[C@@]1([C@H]2C[C@](CC1)(C)C(=O)[O-])C)C)C)(O[C@@H]5Cc1ccc(cc1)CCOC)O)CCC
314,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC
315,CC(C)CC[C@H]1Cc2ccc(cc2)CCC(=C(C)C)C(=O)O[C@H]2[C@@H](c3c(ccc4c3oc(=O)c(c4CO)CCOC)OC2(C)C)OC(=O)C1
